trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
26,False,"{'a': 0.9, 'e': 0.0014297969688304261}",20,10,19.061807647488628,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.9, 'e': 0.0013274923669188902}",25,15,18.07314882588895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.9, 'e': 0.0012357884330202668}",20,0,31.33029324461872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.9, 'e': 0.0011532695190866105}",30,14,20.864759341303422,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.9, 'e': 0.0010787486515641855}",20,0,-32.314665820684496,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
31,False,"{'a': 0.9, 'e': 0.0010112245929821014}",25,19,12.474730154024531,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.9, 'e': 0.0009498480243161094}",30,13,34.12384146248895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,8,36.098114235772286,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,3.0827403243201017,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,16,5.811882200415166,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,0,26.374312194964286,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",20,0,28.66727849411573,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",20,12,12.674869781559153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,19,19.107669070811312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,16,21.983069215923415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,9,9.201979991105134,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,33.832129871607364,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
