trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
16,False,"{'a': 0.95, 'e': 0.44012666865176536}",20,0,-39.6856903158321,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
17,False,"{'a': 0.95, 'e': 0.4181203352191771}",30,15,22.558461942551034,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.95, 'e': 0.3972143184582182}",20,0,-12.715952689788436,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
19,False,"{'a': 0.95, 'e': 0.37735360253530725}",20,0,-7.932541390752522,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
20,False,"{'a': 0.95, 'e': 0.3584859224085419}",25,0,-31.688616639125293,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
21,False,"{'a': 0.95, 'e': 0.3405616262881148}",20,6,-39.63749771965369,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
22,False,"{'a': 0.95, 'e': 0.323533544973709}",20,6,-19.302560413339283,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
23,False,"{'a': 0.95, 'e': 0.3073568677250236}",20,6,12.238924823806325,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.95, 'e': 0.2919890243387724}",35,0,-59.095063891935496,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",0
25,False,"{'a': 0.95, 'e': 0.27738957312183377}",20,0,-13.710146133073751,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
26,False,"{'a': 0.95, 'e': 0.26352009446574204}",25,0,-46.29021866023799,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
27,False,"{'a': 0.95, 'e': 0.2503440897424549}",30,17,12.20396688928402,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.95, 'e': 0.23782688525533216}",25,0,12.618922400571522,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
29,False,"{'a': 0.95, 'e': 0.22593554099256555}",20,8,6.86325989137063,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
30,False,"{'a': 0.95, 'e': 0.21463876394293727}",30,13,20.047649883827003,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.95, 'e': 0.2039068257457904}",20,0,-9.291504818744869,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
32,False,"{'a': 0.95, 'e': 0.19371148445850087}",20,3,11.813876003601052,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
33,False,"{'a': 0.95, 'e': 0.18402591023557582}",20,0,-19.85074941974516,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
34,False,"{'a': 0.95, 'e': 0.174824614723797}",25,5,29.840199232232695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.95, 'e': 0.16608338398760716}",25,0,11.060435757147161,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
36,False,"{'a': 0.95, 'e': 0.1577792147882268}",25,13,-15.754716949314234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
37,False,"{'a': 0.95, 'e': 0.14989025404881545}",20,4,24.733888607207486,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.95, 'e': 0.14239574134637467}",20,4,24.24298729890893,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.95, 'e': 0.13527595427905592}",20,0,25.431341633353956,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
40,False,"{'a': 0.95, 'e': 0.12851215656510312}",35,19,22.68015042987544,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.95, 'e': 0.12208654873684796}",25,9,2.7106742692429195,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
42,False,"{'a': 0.95, 'e': 0.11598222130000556}",20,8,12.328932107778122,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.95, 'e': 0.11018311023500528}",20,5,26.08575279750448,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.95, 'e': 0.10467395472325501}",35,2,28.362554899104683,"{0: 31, 1: 0, 2: 2, 3: 0, 4: 0}",1
45,False,"{'a': 0.95, 'e': 0.09944025698709225}",25,8,-15.154213678563918,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
46,False,"{'a': 0.95, 'e': 0.09446824413773763}",20,2,25.727521220368757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.95, 'e': 0.08974483193085075}",25,1,-6.424804922609229,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
48,False,"{'a': 0.95, 'e': 0.0852575903343082}",20,11,13.313900438769961,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.95, 'e': 0.0809947108175928}",30,12,36.16174810526851,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.95, 'e': 0.07694497527671315}",20,8,7.208138485536247,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.95, 'e': 0.07309772651287749}",20,0,19.748809097811556,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
52,False,"{'a': 0.95, 'e': 0.06944284018723361}",20,5,23.798089073003247,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.95, 'e': 0.06597069817787193}",20,5,25.85777868667605,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.95, 'e': 0.06267216326897833}",25,15,15.30815851894501,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.95, 'e': 0.05953855510552941}",20,13,13.548053293028481,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.95, 'e': 0.056561627350252934}",25,3,-3.695084694107579,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
57,False,"{'a': 0.95, 'e': 0.053733545982740286}",20,16,7.198789580701236,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.95, 'e': 0.051046868683603266}",25,20,9.546433580047005,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.95, 'e': 0.048494525249423104}",20,6,22.556345332396614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.95, 'e': 0.046069798986951946}",25,13,23.149128721403358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.95, 'e': 0.043766309037604346}",25,18,11.016583481290969,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.95, 'e': 0.04157799358572413}",20,12,13.16992633832659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.95, 'e': 0.03949909390643792}",30,18,16.547638044001868,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.95, 'e': 0.03752413921111602}",35,15,12.464921624624429,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
65,False,"{'a': 0.95, 'e': 0.03564793225056022}",20,11,19.411173502154497,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.95, 'e': 0.033865535638032206}",20,7,20.787238761895853,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.95, 'e': 0.03217225885613059}",25,11,20.85133288993031,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.95, 'e': 0.030563645913324063}",20,8,21.905544365677827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.95, 'e': 0.02903546361765786}",20,12,14.464563313520529,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.95, 'e': 0.027583690436774964}",20,8,18.99285577148079,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.95, 'e': 0.026204505914936217}",20,10,17.681965240294666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.95, 'e': 0.024894280619189402}",30,15,25.49795661549622,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.95, 'e': 0.023649566588229934}",20,0,30.677401651982738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
74,False,"{'a': 0.95, 'e': 0.022467088258818435}",25,16,17.051563302805494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.95, 'e': 0.02134373384587751}",30,10,38.46464507960868,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.95, 'e': 0.020276547153583634}",20,6,24.872021204899696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.95, 'e': 0.01926271979590445}",20,13,12.418913149610527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.95, 'e': 0.01829958380610923}",25,1,32.21837415556284,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.95, 'e': 0.017384604615803767}",20,12,13.539824769853887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.95, 'e': 0.01651537438501358}",25,17,17.348210270380363,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.95, 'e': 0.0156896056657629}",25,17,13.886319073584797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.95, 'e': 0.014905125382474753}",20,8,23.249633669391073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.95, 'e': 0.014159869113351015}",20,5,25.331574222974613,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.95, 'e': 0.013451875657683464}",20,16,4.773838274422629,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.95, 'e': 0.012779281874799289}",20,14,11.839762861506957,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.95, 'e': 0.012140317781059324}",25,0,31.275651368975975,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
87,False,"{'a': 0.95, 'e': 0.011533301892006357}",25,18,17.028052406843855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.95, 'e': 0.01095663679740604}",20,9,15.029634643556827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.95, 'e': 0.010408804957535737}",20,6,26.220326470882483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.95, 'e': 0.00988836470965895}",20,6,24.78723754754813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.95, 'e': 0.009393946474176}",30,20,17.253592310522993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.95, 'e': 0.008924249150467202}",25,8,32.059249553127955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.95, 'e': 0.00847803669294384}",25,12,21.76165010851521,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.95, 'e': 0.008054134858296648}",20,10,18.1220508292598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.95, 'e': 0.007651428115381815}",20,0,28.753112596903165,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.95, 'e': 0.007268856709612724}",25,10,26.779610022578368,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.95, 'e': 0.006905413874132088}",20,12,10.874137047838133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.95, 'e': 0.006560143180425483}",25,17,13.0928515448233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.95, 'e': 0.006232136021404208}",20,9,19.851471473093955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.95, 'e': 0.0059205292203339975}",30,12,34.23752149204417,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.95, 'e': 0.005624502759317297}",20,16,8.696399889030097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.95, 'e': 0.0053432776213514326}",25,9,21.847541982777987,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.95, 'e': 0.00507611374028386}",25,7,30.016377010855038,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.95, 'e': 0.004822308053269667}",25,3,38.303869949751835,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.95, 'e': 0.004581192650606184}",25,5,36.18922213537128,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.95, 'e': 0.004352133018075874}",25,0,37.80315166676021,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
107,False,"{'a': 0.95, 'e': 0.00413452636717208}",25,12,28.194731504288598,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.95, 'e': 0.003927800048813476}",25,18,11.878039948742376,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.95, 'e': 0.0037314100463728024}",25,10,-13.714860445146032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
110,False,"{'a': 0.95, 'e': 0.003544839544054162}",30,17,24.56298536139701,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.95, 'e': 0.0033675975668514537}",20,14,9.599327771908822,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.95, 'e': 0.003199217688508881}",20,10,22.825822561018228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.95, 'e': 0.0030392568040834367}",20,6,20.475848783938762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.95, 'e': 0.0028872939638792646}",20,3,29.92324870935232,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.95, 'e': 0.0027429292656853013}",30,4,44.57190073223426,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.95, 'e': 0.0026057828024010363}",25,13,18.675333232905317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.95, 'e': 0.0024754936622809844}",25,15,18.17391276517812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.95, 'e': 0.002351718979166935}",20,13,12.340810599307705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.95, 'e': 0.002234133030208588}",25,11,25.947030049521775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.95, 'e': 0.0021224263786981585}",25,18,9.871579193994307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.95, 'e': 0.0020163050597632507}",20,11,18.8653854652579,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.95, 'e': 0.001915489806775088}",30,17,26.16946256689793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.95, 'e': 0.0018197153164363335}",25,13,24.0241428655682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.95, 'e': 0.0017287295506145167}",20,0,33.3701774139041,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.95, 'e': 0.0016422930730837907}",20,8,23.720596017184825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.95, 'e': 0.0015601784194296012}",20,10,15.923105337555368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.95, 'e': 0.0014821694984581211}",25,14,25.46012785628255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.95, 'e': 0.001408061023535215}",25,13,25.392740999888137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.95, 'e': 0.001337657972358454}",25,5,33.062191955451325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.95, 'e': 0.0012707750737405313}",30,10,38.430621293774806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.95, 'e': 0.0012072363200535047}",25,17,16.765418261757926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.95, 'e': 0.0011468745040508295}",30,2,47.86548656519907,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.95, 'e': 0.001089530778848288}",25,3,34.01005248499609,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.95, 'e': 0.0010350542399058735}",25,11,25.001409479082493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.95, 'e': 0.0009833015279105798}",25,11,25.204071385492433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,12,24.442419028695333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,16,13.03090038379301,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",35,5,50.09254133737357,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,21.865523938837807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,24.41809038231226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,2,26.470174744470537,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,11,36.3317585597251,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,3,41.226686118367596,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,6,19.42063229265606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,9,20.096727352477796,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
